time,x,y,z,debris_1,debris_2,debris_3,debris_4,debris_5,debris_6,debris_7,debris_8,debris_9,debris_10
0.0,-5.5404913513263e-13,-985.0862196409336,-7009.252661171024,14088.479668160218,12931.727171092201,8343.525921545814,4599.396810678112,12303.151611356769,13816.19676627835,9138.723317233436,13544.555083871992,4646.569721924575,2427.715544468012
10.027855153203342,-75.25048245711565,-985.0305475903396,-7008.856533947845,14097.44134944467,12875.883993808224,8290.004099209822,4643.039076266657,12314.963121620212,13814.556564536422,9146.264703054838,13550.572224277583,4571.229538052157,2368.1374634453587
20.055710306406684,-150.49245936703488,-984.8635377311587,-7007.668197052489,14105.483678067938,12818.90380857608,8236.733755648971,4687.311325205687,12326.605847985451,13812.83660386069,9153.805497522317,13556.384103951594,4497.767463803227,2315.418844022264
30.08356545961003,-225.7174261439443,-984.5852089404821,-7005.6877848024415,14112.604592642634,12760.797320243657,8183.744119950685,4732.176143692018,12338.075011893232,13811.037632207777,9161.34229706283,13561.988360843292,4426.311036634159,2270.062229801866
40.11142061281337,-300.91688012467716,-984.1955926777583,-7002.915521043308,14118.802270147096,12701.575524056338,8131.064870465066,4777.596842400264,12349.36591878569,13809.160432188732,9168.871708291517,13567.382720050191,4356.992023608721,2232.5374324938
50.13927576601671,-376.0823215297779,-983.6947329812365,-6999.351719123514,14124.075125588164,12641.249710061931,8078.726127665806,4823.537475449093,12360.473959387593,13807.205820768311,9176.390349486192,13572.564994432661,4289.9461215365645,2203.2619888943677
60.16713091922006,-451.20525442422394,-983.0826864629896,-6994.996781858889,14128.421811708287,12579.831467756898,8026.75844549478,4869.962854527562,12371.39461094735,13805.174648950544,9183.894852042004,13577.533085201365,4225.312555741125,2182.5813273221033
70.19498607242339,-526.2771876777228,-982.359522302515,-6989.851201487135,14131.841218736781,12517.33269098651,7975.192801074763,4916.8385586495,12382.123438438315,13803.06780145062,9191.381861905826,13582.284982477735,4163.233565913936,2170.7505546499065
80.22284122562674,-601.2896359244586,-981.5253222389149,-6983.915559612185,14134.332474185063,12453.765583112587,7924.060582671863,4964.130939982953,12392.656095721273,13800.886196353138,9198.848040990073,13586.818765827737,4103.853768493228,2167.919933273445
90.25069637883009,-676.2341205221936,-980.5801805616583,-6977.1905271384685,14135.894942685805,12389.142662463018,7873.393575786702,5011.8071261784535,12402.988326668667,13798.630784756817,9206.290068565564,13591.132604769236,4047.3193867430787,2174.1258938867727
100.27855153203342,-751.1021705106112,-979.5242040999225,-6969.676864195084,14136.52822587582,12323.476768078113,7823.223947251914,5059.835019594581,12413.115966251393,13796.302550405688,9213.704642633193,13595.224759253153,3993.7773423320646,2189.2888077983457
110.30640668523677,-825.8853235687836,-978.3575122105186,-6961.375420049868,14136.232162322685,12256.7810657696,7773.584227212657,5108.183293793323,12423.034941588803,13793.902509306852,9221.08848127406,13599.093580118606,3943.3742058129596,2213.217831400232
120.33426183844011,-900.5751269716619,-977.0802367644011,-6952.2871330134185,14135.006827494986,12189.06905450905,7724.507288867252,5156.821387651037,12432.741272962608,13791.431709334882,9228.4383239779,13602.737509522385,3896.255008035199,2245.6221476314727
130.36211699164346,-975.1631385454945,-975.6925221317616,-6942.413030333027,14132.852533776233,12120.354573163193,7676.026325846387,5205.719497404309,12442.231074795414,13788.891229822912,9235.750932949528,13606.155081342808,3852.5619201524732,2286.127105645959
140.38997214484678,-1049.6409276220393,-974.1945251657119,-6931.754228076573,14129.769830522406,12050.651807594802,7628.174827112253,5254.848566923974,12451.5005565945,13786.282181140537,9243.023094393156,13609.344921558293,3812.4328163965793,2334.293280854351
150.41782729805013,-1124.0000759914801,-972.5864151845533,-6920.311931006373,14125.759504163172,11979.97529814855,7580.986549263016,5304.180276485119,12460.546023861578,13783.605704258563,9250.251619774388,13612.30574860075,3775.9997409373036,2389.6364050159905
160.44568245125348,-1198.2321788539396,-970.8683739526398,-6908.087432443009,14120.822578346884,11908.339947542407,7534.495486134173,5353.687030276537,12469.363878969152,13780.86297030071,9257.433347059778,13615.036373684012,3743.387307574424,2451.6463911450674
170.47353760445682,-1272.3288457694646,-969.0405956598336,-6895.082114119144,14114.960314129385,11835.761029186204,7488.7358355957795,5403.341942869943,12477.950622004122,13778.055180082338,9264.565141933826,13617.53570110747,3714.711068228663,2519.8041654537924
180.50139275766017,-1346.2817016064014,-967.1032868995544,-6881.2974460233445,14108.174210206756,11762.254195950076,7443.741963454256,5453.118824847158,12486.302851579274,13775.183563636368,9271.643898993283,13619.802728535042,3690.075892633169,2593.595567960712
