time,x,y,z,debris_1,debris_2,debris_3,debris_4,debris_5,debris_6,debris_7,debris_8,debris_9,debris_10
0.0,-985.0862196409336,4.937300008442582e-13,-7009.252661171024,14103.38949464116,12322.104098054639,7651.963193222432,5211.0556182991095,11554.972018457602,13854.524838329393,8868.609049148688,13073.74955536822,3667.5077776294875,1585.1437992651072
10.027855153203342,-985.0305475903396,75.2504824571156,-7008.856533947845,14103.667249777045,12266.232087944214,7529.131580614911,5345.73520611198,11566.3608711778,13828.27779509577,8955.922581428484,13082.234409970355,3535.1326163154595,1503.7684948146525
20.055710306406684,-984.8635377311587,150.49245936703483,-7007.668197052489,14103.932204388673,12209.17843869012,7405.634076758084,5479.8224053947115,11577.655715192865,13800.957080575816,9042.522162074029,13090.532126184245,3403.0613065492817,1430.4658754979991
30.08356545961003,-984.5852089404821,225.71742614394424,-7005.6877848024415,14104.18423941302,12150.95248395389,7281.4940596187325,5613.301211930253,11588.851726325101,13772.568694811378,9128.389512318845,13098.639311714425,3271.3939695677723,1366.571224450571
40.11142061281337,-984.1955926777583,300.9168801246771,-7002.915521043308,14104.423241598974,12091.563805314785,7156.7356839702215,5746.155772761659,11599.944136243876,13743.11889684964,9213.506823100293,13106.552658160988,3140.244683707338,1313.4890011400016
50.13927576601671,-983.6947329812365,376.08232152977786,-6999.351719123514,14104.649103557262,12031.022235517243,7031.383945108681,5878.370378142999,11610.928234063773,13712.614206448634,9297.856736329812,13114.26894193017,3009.7443300891036,1272.5982371084253
60.16713091922006,-983.0826864629896,451.2052544242239,-6994.996781858889,14104.86172380785,11969.337861919168,6905.46475003591,6009.92945485284,11621.799367903051,13681.061405871962,9381.422327408112,13121.785025113706,2880.0441195641406,1245.1198622463064
70.19498607242339,-982.359522302515,526.2771876777228,-6989.851201487135,14105.06100682466,11906.521030153173,6779.004997102991,6140.817560650751,11632.552946402639,13648.467541775426,9464.187088898376,13129.09785633736,2751.3199805058857,1231.9643781019072
80.22284122562674,-981.525322238915,601.2896359244586,-6983.915559612185,14105.246863077671,11842.582348014053,6652.032665258558,6271.019379696395,11643.18444020616,13614.839927188255,9546.134915276847,13136.20447157903,2623.778034543067,1233.5960759700795
90.25069637883009,-980.5801805616583,676.2341205221936,-6977.1905271384685,14105.419209072405,11777.532689586375,6524.576914220315,6400.519718782431,11653.689383401299,13580.186143591854,9627.250088686114,13143.101994956884,2497.6614443656026,1249.956319926366
100.27855153203342,-979.5242040999225,751.1021705106112,-6969.676864195084,14105.577967386687,11711.383199627131,6396.668197092868,6529.303504257729,11664.063374923018,13544.514043098978,9707.517265621866,13149.787639487815,2373.258982570507,1280.473517244383
110.30640668523677,-978.3575122105186,825.8853235687836,-6961.375420049868,14105.723066704799,11644.145298219297,6268.338387194294,6657.3557795381985,11674.302079918987,13507.831750736445,9786.921464488913,13156.2587078167,2250.9157366546897,1324.1560505376322
120.33426183844011,-977.0802367644011,900.5751269716619,-6952.2871330134185,14105.854441848855,11575.830685713236,6139.620921134638,6784.661703119261,11684.40123107773,13470.147666834591,9865.448053967006,13162.512592916788,2131.046416507081,1379.7354151887087
130.36211699164346,-975.6925221317617,975.1631385454945,-6942.413030333027,14105.972033807539,11506.451347973947,6010.550960519363,6911.206547017843,11694.35662991992,13431.47046952672,9943.082742131246,13168.546778761587,2014.1517322234304,1445.8167915759875
140.38997214484678,-974.194525165712,1049.640927622039,-6931.754228076573,14106.075789762086,11436.019561953419,5881.165575039006,7036.975695583133,11704.164148053276,13391.80911736198,10019.811566275894,13174.358840968636,1900.8381929460647,1521.004262692998
150.41782729805013,-972.5864151845533,1124.00007599148,-6920.311931006373,14106.165663109534,11364.54790160859,5751.503950163355,7161.954644624642,11713.81972839161,13351.17285203518,10095.62088339408,13179.94644741548,1791.841315354981,1603.986372302477
160.44568245125348,-970.8683739526398,1198.2321788539393,-6908.087432443009,14106.241613483258,11292.04924418672,5621.607623197903,7286.129000813975,11723.31938633842,13309.571201237131,10170.497361269352,13185.307358828208,1688.0514091496784,1693.5831545953672
170.47353760445682,-969.0405956598337,1272.3288457694644,-6895.082114119144,14106.303606770745,11218.536776901616,5491.520752096812,7409.484481323135,11732.659210935593,13267.013981629203,10244.427970138051,13190.439429342896,1590.539502213113,1788.7636089051286
180.50139275766017,-967.1032868995545,1346.2817016064012,-6881.2974460233445,14106.351615128595,11144.024004025481,5361.290422178569,7532.006913667576,11741.835365977662,13223.511301945995,10317.399974884562,13195.340607040234,1500.5781829320733,1888.6440830096315
190.5292479108635,-965.0566666454297,1420.082387488036,-6866.734986233926,14106.385616994794,11068.524754423039,5230.966996779053,7653.682235726871,11750.844091092153,13179.073566229828,10389.400927734077,13200.008934453688,1419.6479166072793,1992.4762265869326
200.55710306406684,-962.900966226543,1493.7225617373958,-6851.396380742849,14106.405597098208,10992.053189556234,5100.604518926115,7774.496495919473,11759.681702786482,13133.711477201256,10460.418661410042,13204.442549051464,1349.4142168494084,2099.630486560227
210.58495821727018,-960.6364293012878,1567.193900820101,-6835.283363269667,14106.411546465288,10914.623811989748,4970.261172358735,7894.435853511481,11768.344595461958,13087.436039769414,10530.441282725746,13208.639683692583,1291.6572199865973,2209.5787447793064
220.61281337047353,-958.2633118298263,1640.488100285182,-6818.397755065569,14106.40346242404,10836.251474429686,4839.999811673631,8013.486579041921,11776.829242395319,13040.258564686548,10599.457166581686,13212.598667057307,1248.137855979076,2321.8780023605345
230.64066852367688,-955.7818820451585,1713.596875703724,-6800.741464707521,14106.381348605195,10756.951389329844,4709.888573098757,8131.635054849407,11785.132196688362,12992.190672350676,10667.454950342235,13216.317924052204,1220.400713222382,2436.155946961267
240.66852367688023,-953.1924204228035,1786.5119636052552,-6782.31648788254,14106.3452149406,10676.73913910245,4580.001579402875,8248.86777568702,11793.25009218612,12943.244296760811,10734.42352856708,13219.795976190095,1209.5448357467208,2552.098630928019
